tick,harvested
44475,184456
11710,427166
44480,184505
11715,427297
44485,184510
11720,427140
44490,184535
11725,426913
44495,184546
11730,427026
44500,184570
11735,426830
44505,184587
11740,426710
44510,184643
11745,426695
44515,184651
11750,426414
44520,184656
11755,426496
44525,184659
11760,426334
44530,184692
11765,426199
44535,184715
11770,426348
44540,184264
11775,426236
44545,184285
11780,425869
44550,184298
11785,425742
44555,184307
11790,425340
44560,184340
11795,425273
44565,184382
11800,425008
44570,184396
11805,424833
44575,184386
11810,424770
44580,184419
11815,424506
44585,184436
11820,424183
44590,184459
11825,424109
44595,184469
11830,423808
44600,184469
11835,423846
44605,184514
11840,423653
44610,184545
11845,423488
44615,184577
11850,423544
44620,184591
11855,423304
44625,184599
11860,423025
44630,184610
11865,423081
44635,184645
11870,422889
44640,184667
11875,423053
44645,184689
11880,422852
44650,184693
11885,422452
44655,184256
11890,422387
44660,184240
11895,422084
44665,184282
11900,422105
44670,184309
11905,421805
44675,184336
11910,421550
44680,184360
11915,421560
44685,184400
11920,421292
44690,184383
11925,421325
44695,184400
11930,421100
44700,184434
11935,420782
44705,184449
11940,420844
44710,184473
11945,420686
44715,184447
11950,420675
44720,184500
11955,420282
44725,184521
11960,420067
44730,184533
11965,420064
44735,184565
11970,419725
44740,184549
11975,419725
44745,184605
11980,419530
44750,184624
11985,419261
44755,184645
11990,419286
44760,184657
11995,419139
44765,184677
12000,419067
44770,184200
12005,418763
44775,184230
12010,418472
44780,184249
12015,418413
44785,184287
12020,418194
44790,184291
12025,418245
44795,184315
12030,418015
44800,184374
12035,417699
44805,184348
12040,417718
44810,184354
12045,417439
44815,184248
12050,417468
44820,184392
12055,417157
44825,184422
12060,416919
44830,184431
12065,416894
44835,184446
12070,416594
44840,184433
12075,416607
44845,184474
12080,416362
44850,184501
12085,416068
44855,184519
12090,416060
44860,184539
12095,415802
44865,184559
12100,415836
44870,184542
12105,415526
44875,184572
12110,415194
44880,184624
12115,415264
44885,184143
12120,414957
44890,184173
12125,414960
44895,184185
12130,414727
44900,184207
12135,414388
44905,184202
12140,414395
44910,184257
12145,414156
44915,184256
12150,414152
44920,184287
12155,413834
44925,184282
12160,413825
44930,184313
12165,413579
44935,184318
12170,413267
44940,184344
12175,413274
44945,184343
12180,413011
44950,184362
12185,413016
44955,184401
12190,412692
44960,184407
12195,412442
44965,184430
12200,412440
44970,184420
12205,412112
44975,184473
12210,412121
44980,184459
12215,411863
44985,184489
12220,411861
44990,184488
12225,411567
44995,184525
12230,411285
45000,184529
12235,411285
45005,184084
12240,410956
45010,184077
12245,410966
45015,184114
12250,410717
45020,184135
12255,410700
45025,184151
12260,410383
45030,184190
12265,410127
45035,184181
12270,410133
45040,184300
12275,409793
45045,184175
12280,409820
45050,184570
12285,409575
45055,183719
12290,409675
45060,183697
12295,409297
45065,184316
12300,409013
45070,184134
12305,409017
45075,184287
12310,408732
45080,184229
12315,408724
45085,184282
12320,408487
45090,184266
12325,408494
45095,184295
12330,408186
45100,184312
12335,407939
45105,184304
12340,407943
45110,184341
12345,407646
45115,184325
12350,407635
45120,183913
12355,407385
45125,183881
12360,407421
45130,183927
12365,407093
45135,183911
12370,406843
45140,183949
12375,406868
45145,183938
12380,406543
45150,183960
12385,406563
45155,183962
12390,406323
45160,183984
12395,406329
45165,183985
12400,406019
45170,184000
12405,405699
45175,184018
12410,405800
45180,183991
12415,405475
45185,184035
12420,405487
45190,184035
12425,405238
45195,184072
12430,405241
45200,184066
12435,404937
45205,184104
12440,404958
45210,184075
12445,404715
45215,184108
12450,404388
45220,184119
12455,404409
45225,184128
12460,404155
45230,184139
12465,404182
45235,184154
12470,403880
45240,183673
12475,403878
45245,183686
12480,403621
45250,183701
12485,403653
45255,183703
12490,403348
45260,183719
12495,403105
45265,183718
12500,403124
45270,183727
12505,402809
45275,183741
12510,402826
45280,183770
12515,402575
45285,183770
12520,402595
45290,183774
12525,402300
45295,183770
12530,402316
45300,183819
12535,402074
45305,183818
12540,401764
45310,183827
12545,401787
45315,183839
12550,401546
45320,183847
12555,401564
45325,183858
12560,401266
45330,183893
12565,401272
45335,183875
12570,401031
45340,183885
12575,401080
45345,183904
12580,400759
45350,183911
12585,400794
45355,183450
12590,400545
45360,183456
12595,400249
45365,183469
12600,400287
45370,183472
12605,400049
45375,183490
12610,400073
45380,183493
12615,399778
45385,183504
12620,399784
45390,183521
12625,399573
45395,183524
12630,399570
45400,183546
12635,399300
45405,183540
12640,399326
45410,183574
12645,399090
45415,183575
12650,399128
45420,183589
12655,398828
45425,183600
12660,398601
45430,183600
12665,398639
45435,183610
12670,398339
45440,183641
12675,398367
45445,183630
12680,398137
45450,183646
12685,398180
45455,183661
12690,397887
45460,183672
12695,397918
45465,183710
12700,397691
45470,183688
12705,397707
45475,183212
12710,397425
45480,183213
12715,397473
45485,183225
12720,397249
45490,183239
12725,396970
45495,183244
12730,396967
45500,183255
12735,396776
45505,183273
12740,396826
45510,183334
12745,396550
45515,183274
12750,396576
45520,183302
12755,396349
45525,183326
12760,396383
45530,183325
12765,396107
45535,183336
12770,396150
45540,183346
12775,395941
45545,183360
12780,395989
45550,183369
12785,395701
45555,183375
12790,395759
45560,183386
12795,395548
45565,183395
12800,395296
45570,183418
12805,395306
45575,183414
12810,395098
45580,183426
12815,395159
45585,183436
12820,394876
45590,183443
12825,394934
45595,182981
12830,394727
45600,182999
12835,394788
45605,182997
12840,394506
45610,183017
12845,394547
45615,183021
12850,394338
45620,183033
12855,394421
45625,183023
12860,394147
45630,183054
12865,394212
45635,183061
12870,394065
45640,183030
12875,394070
45645,183073
12880,393814
45650,183084
12885,393869
45655,183099
12890,393660
45660,183102
12895,393722
45665,183110
12900,393506
45670,183122
12905,393549
45675,183125
12910,393348
45680,183138
12915,393119
45685,183131
12920,393176
45690,183153
12925,392978
45695,183170
12930,393050
45700,183157
12935,392768
45705,183187
12940,392866
45710,183192
12945,392688
45715,182711
12950,392760
45720,182721
12955,392520
45725,182729
12960,392566
45730,182738
12965,392363
45735,182748
12970,392404
45740,182766
12975,392217
45745,182768
12980,392286
45750,182769
12985,392093
45755,182787
12990,392175
45760,182808
12995,391926
45765,182799
13000,392030
45770,182799
13005,391830
45775,182816
13010,391891
45780,182826
13015,391686
45785,182835
13020,391753
45790,182845
13025,391576
45795,182858
13030,391652
45800,182871
13035,391419
45805,182870
13040,391515
45810,182871
13045,391333
45815,182867
13050,391434
45820,182890
13055,391187
45825,182914
13060,391300
45830,182914
13065,391133
45835,182910
13070,391218
45840,182449
13075,390989
45845,182454
13080,391084
45850,182472
13085,390942
45855,182476
13090,391062
45860,182492
13095,390838
45865,182500
13100,390944
45870,182529
13105,390849
45875,182713
13110,390806
45880,182522
13115,390627
45885,182515
13120,390734
45890,182508
13125,390575
45895,182531
13130,390688
45900,182535
13135,390452
45905,182541
13140,390565
45910,182565
13145,390387
45915,182572
13150,390488
45920,182575
13155,390280
45925,182542
13160,390358
45930,182590
13165,390244
45935,182601
13170,390330
45940,182605
13175,390096
45945,182619
13180,390211
45950,182626
13185,390063
45955,182639
13190,390178
45960,182147
13195,389938
45965,182151
13200,390058
45970,182162
13205,389967
45975,182169
13210,390011
45980,182176
13215,389810
45985,182183
13220,389940
45990,182189
13225,389803
45995,182199
13230,389936
46000,182196
13235,389687
46005,182218
13240,389815
46010,182221
13245,389630
46015,182239
13250,389799
46020,182193
13255,389578
46025,182246
13260,389736
46030,182253
13265,389577
46035,182257
13270,389715
46040,182268
13275,389524
46045,182276
13280,389672
46050,182280
13285,389516
46055,182291
13290,389650
46060,182302
13295,389446
46065,182301
13300,389572
46070,182311
13305,389468
46075,182317
13310,389594
46080,182429
13315,389410
46085,181845
13320,389544
46090,181857
13325,389437
46095,181864
13330,389604
46100,181868
13335,389415
46105,181884
13340,389588
46110,181885
13345,389503
46115,181894
13350,389865
46120,181900
13355,389497
46125,181908
13360,389630
46130,181913
13365,389525
46135,181918
13370,389668
46140,181931
13375,389499
46145,181935
13380,389646
46150,181940
13385,389578
46155,181940
13390,389747
46160,181956
13395,389952
46165,181959
13400,389718
46170,181964
13405,390404
46175,181970
13410,389820
46180,181980
13415,389977
46185,181983
13420,389832
46190,181994
13425,390000
46195,181993
13430,389912
46200,181987
13435,390187
46205,181516
13440,389827
46210,181513
13445,390120
46215,181517
13450,390042
46220,181531
13455,390208
46225,181529
13460,390015
46230,181541
13465,390129
46235,181549
13470,390136
46240,181556
13475,390344
46245,181554
13480,390187
46250,181563
13485,390406
46255,181562
13490,390308
46260,181555
13495,390486
46265,181582
13500,390695
46270,181588
13505,390561
46275,181589
13510,390742
46280,181598
13515,390629
46285,181606
13520,390867
46290,181604
13525,390733
46295,181620
13530,390964
46300,181615
13535,390881
46305,181616
13540,391053
46310,181621
13545,390952
46315,181627
13550,391189
46320,181636
13555,391050
46325,181638
13560,391242
46330,181173
13565,391105
46335,181166
13570,391335
46340,181179
13575,391306
46345,181183
13580,391474
46350,181186
13585,391349
46355,181177
13590,391560
46360,181193
13595,391747
46365,181202
13600,391693
46370,181203
13605,391889
46375,181220
13610,391722
46380,181218
13615,392000
46385,181215
13620,391930
46390,181225
13625,392130
46395,181241
13630,392037
46400,181234
13635,392211
46405,181242
13640,392147
46410,181280
13645,392394
46415,181239
13650,392297
46420,181260
13655,393119
46425,181106
13660,392765
46430,181249
13665,392659
46435,181256
13670,392959
46440,181237
13675,392766
46445,181265
13680,392997
46450,181268
13685,392967
46455,180762
13690,393169
46460,180780
13695,393057
46465,180774
13700,393315
46470,180781
13705,393250
46475,180790
13710,393495
46480,180800
13715,393327
46485,180802
13720,393634
46490,180799
13725,393820
46495,180812
13730,393783
46500,180810
13735,394023
46505,180809
13740,393947
46510,180818
13745,394160
46515,180816
13750,394141
46520,180823
13755,394388
46525,180825
13760,394147
46530,180822
13765,394489
46535,180833
13770,394453
46540,180830
13775,394678
46545,180852
13780,394611
46550,180834
13785,394841
46555,180841
13790,395076
46560,180851
13795,395064
46565,180855
13800,395284
46570,180857
13805,395279
46575,180861
13810,395406
46580,180374
13815,395385
46585,180388
13820,395655
46590,180391
13825,395509
46595,180393
13830,395794
46600,180397
13835,396033
46605,180401
13840,396019
46610,180394
13845,396269
46615,180406
13850,396166
46620,180417
13855,396416
46625,180407
13860,396406
46630,180413
13865,396606
46635,180411
13870,396570
46640,180419
13875,396830
46645,180426
13880,396817
46650,180423
13885,397062
46655,180424
13890,397357
46660,180429
13895,397221
46665,180419
13900,397480
46670,180438
13905,397473
46675,180425
13910,397762
46680,180438
13915,397673
46685,180438
13920,397926
46690,180442
13925,397915
46695,180449
13930,398240
46700,180444
13935,398467
46705,179951
13940,398377
46710,179957
13945,398656
46715,179957
13950,398654
46720,179966
13955,398931
46725,179957
13960,398859
46730,179965
13965,399117
46735,179964
13970,399115
46740,179969
13975,399414
46745,179966
13980,399690
46750,179974
13985,399602
46755,179972
13990,399899
46760,179978
13995,399982
46765,179981
14000,400189
46770,179977
14005,400108
46775,179983
14010,400399
46780,179983
14015,400365
46785,179983
14020,400668
46790,179988
14025,400933
46795,179989
14030,400992
46800,179993
14035,401174
46805,179992
14040,401124
46810,180018
14045,401613
46815,179990
14050,401373
46820,179998
14055,401619
46825,179993
14060,401913
46830,179520
14065,401951
46835,179521
14070,402220
46840,179523
14075,402143
46845,179521
14080,401942
46850,179527
14085,402423
46855,179528
14090,402758
46860,179530
14095,402680
46865,179530
14100,402945
46870,179534
14105,403243
46875,179539
14110,403271
46880,179537
14115,403498
46885,179536
14120,403452
46890,179541
14125,403758
46895,179536
14130,403739
46900,179539
14135,404029
46905,179542
14140,404311
46910,179545
14145,404247
46915,179540
14150,404676
46920,179543
14155,404537
46925,179551
14160,404840
46930,179547
14165,404712
46935,179552
14170,404795
46940,179552
14175,405305
46945,179553
14180,405311
46950,179554
14185,405592
46955,179552
14190,405558
46960,179063
14195,405820
46965,179064
14200,405882
46970,179064
14205,406088
46975,179066
14210,406372
46980,179067
14215,406366
46985,179067
14220,406632
46990,179071
14225,406572
46995,179069
14230,406873
47000,179072
14235,406798
47005,179074
14240,407080
47010,179074
14245,407346
47015,179072
14250,407359
47020,179074
14255,407603
47025,179077
14260,407621
47030,179077
14265,407847
47035,179075
14270,407813
47040,179079
14275,408141
47045,179081
14280,408424
47050,179082
14285,408342
47055,179081
14290,408635
47060,179082
14295,408633
47065,179082
14300,408929
47070,179082
14305,408853
47075,179081
14310,409159
47080,179083
14315,409460
47085,178604
14320,409446
47090,178603
14325,409722
47095,178605
14330,409612
47100,178606
14335,409768
47105,178608
14340,410341
47110,178607
14345,410337
47115,178607
14350,410632
47120,178608
14355,410576
47125,178608
14360,410892
47130,178608
14365,410901
47135,178608
14370,411243
47140,178608
14375,411565
47145,178608
14380,411519
47150,178608
14385,411840
47155,178608
14390,411879
47160,178608
14395,412208
47165,178608
14400,412507
47170,178608
14405,412506
47175,178608
14410,412845
47180,178608
14415,412815
47185,178608
14420,413206
47190,178608
14425,413309
47195,178608
14430,413457
47200,178608
14435,413799
47205,178608
14440,413820
47210,178608
14445,414197
47215,178112
14450,414130
47220,178112
14455,414518
47225,178112
14460,414840
47230,178112
14465,414821
47235,178112
14470,415266
47240,178112
14475,415137
47245,178112
14480,415476
47250,178112
14485,415499
47255,178112
14490,415836
47260,178112
14495,416191
47265,178112
14500,416111
47270,178112
14505,416450
47275,178112
14510,416487
47280,178112
14515,416766
47285,178112
14520,417112
47290,178112
14525,417069
47295,178112
14530,417372
47300,178112
14535,417391
47305,178112
14540,417702
47310,178112
14545,417860
47315,178112
14550,418081
47320,178112
14555,418318
47325,178112
14560,418332
47330,178112
14565,418603
47335,178112
14570,418551
47340,178112
14575,418903
47345,177632
14580,419171
47350,177632
14585,419200
47355,177632
14590,419516
47360,177632
14595,419421
47365,177632
14600,419738
47370,177632
14605,420025
47375,177632
14610,420020
47380,177632
14615,420304
47385,177632
14620,420207
47390,177632
14625,420467
47395,177632
14630,420859
47400,177632
14635,420778
47405,177632
14640,421096
47410,177632
14645,420966
47415,177632
14650,421296
47420,177632
14655,421598
47425,177632
14660,421557
47430,177632
14665,421846
47435,177632
14670,421761
47440,177632
14675,422074
47445,177632
14680,422365
47450,177632
14685,422313
47455,177632
14690,422636
47460,177632
14695,422539
47465,177632
14700,422826
47470,177632
14705,423117
47475,177136
14710,423079
47480,177136
14715,423348
47485,177136
14720,423266
47490,177136
14725,423541
47495,177136
14730,423814
47500,177136
14735,423732
47505,177136
14740,424061
47510,177136
14745,423957
47515,177136
14750,424263
47520,177136
14755,424503
47525,177136
14760,424489
47530,177136
14765,424738
47535,177136
14770,424649
47540,177136
14775,424873
47545,177136
14780,425218
47550,177136
14785,425156
47555,177136
14790,425404
47560,177136
14795,425267
47565,177136
14800,425543
47570,177136
14805,425799
47575,177136
14810,425692
47580,177136
14815,425981
47585,177136
14820,425884
47590,177136
14825,426172
47595,177136
14830,426435
47600,177136
14835,426342
47605,176656
14840,426621
47610,176656
14845,426857
47615,176656
14850,426745
47620,176656
14855,426995
47625,176656
14860,426959
47630,176656
14865,427163
47635,176656
14870,427401
47640,176656
14875,426897
47645,176656
14880,427526
47650,176656
14885,427440
47655,176656
14890,427674
47660,176656
14895,428039
47665,176656
14900,427790
47670,176656
14905,428027
47675,176656
14910,427971
47680,176656
14915,428175
47685,176656
14920,428413
47690,176656
14925,428291
47695,176656
14930,428490
47700,176656
14935,428767
47705,176656
14940,428668
47710,176656
14945,428877
47715,176656
14950,428743
47720,176656
14955,428935
47725,176656
14960,429142
47730,176656
14965,429018
47735,176160
14970,429245
47740,176160
14975,429079
47745,176160
14980,429354
47750,176160
14985,429497
47755,176160
14990,429396
47760,176160
14995,429593
47765,176160
15000,429814
47770,176160
15005,429624
47775,176160
15010,429786
47780,176160
15015,429646
47785,176160
15020,429760
47790,176160
15025,430076
47795,176160
15030,429855
47800,176160
15035,430089
47805,176160
15040,430017
47810,176160
15045,430126
47815,176160
15050,430332
47820,176160
15055,430105
47825,176160
15060,430300
47830,176160
15065,430493
47835,176160
15070,430317
47840,176160
15075,430499
47845,176160
15080,430316
47850,176160
15085,430507
47855,176160
15090,430708
47860,176160
15095,430519
47865,176160
15100,430685
47870,175680
15105,430430
47875,175680
15110,430607
47880,175680
15115,430785
47885,175680
15120,430626
47890,175680
15125,430834
47895,175680
15130,430976
47900,175680
15135,430755
47905,175680
15140,430933
47910,175680
15145,430769
47915,175680
15150,430955
47920,175680
15155,431143
47925,175680
15160,430878
47930,175680
15165,431028
47935,175680
15170,431265
47940,175680
15175,431009
47945,175680
15180,431189
47950,175680
15185,430950
47955,175680
15190,431112
47960,175680
15195,431304
47965,175680
15200,431089
47970,175680
15205,431247
47975,175680
15210,431416
47980,175680
15215,431092
47985,175680
15220,431289
47990,175680
15225,431075
47995,175680
15230,431236
48000,175680
15235,431375
48005,175184
15240,431117
48010,175184
15245,431289
48015,175184
15250,431374
48020,175184
15255,431164
48025,175184
15260,431283
48030,175184
15265,431426
48035,175184
15270,431088
48040,175184
15275,431238
48045,175184
15280,431013
48050,175184
15285,431127
48055,175184
15290,431235
48060,175184
15295,430971
48065,175184
15300,431130
48070,175184
15305,431251
48075,175184
15310,431021
48080,175184
15315,431137
48085,175184
15320,430852
48090,175184
15325,430967
48095,175184
15330,431074
48100,175184
15335,430823
48105,175184
15340,430951
48110,175184
15345,431082
48115,175184
15350,430778
48120,175184
15355,430917
48125,175184
15360,431405
48130,175184
15365,430715
48135,174704
15370,430865
48140,174704
15375,430532
48145,174704
15380,430619
48150,174704
15385,430852
48155,174704
15390,430455
48160,174704
15395,430547
48165,174704
15400,430626
48170,174704
15405,430279
48175,174704
15410,430378
48180,174704
15415,430110
48185,174704
15420,430396
48190,174704
15425,430272
48195,174704
15430,429928
48200,174704
15435,430017
48205,174704
15440,430088
48210,174704
15445,429789
48215,174704
15450,429870
48220,174704
15455,429871
48225,174704
15460,429646
48230,174704
15465,429713
48235,174704
15470,429794
48240,174704
15475,429610
48245,174704
15480,429615
48250,174704
15485,429249
48255,174704
15490,429270
48260,174704
15495,429325
48265,174704
15500,429013
48270,174208
15505,429066
48275,174208
15510,429096
48280,174208
15515,428718
48285,174208
15520,428774
48290,174208
15525,428818
48295,174208
15530,428526
48300,174208
15535,428554
48305,174208
15540,428175
48310,174208
15545,428213
48315,174208
15550,428251
48320,174208
15555,427907
48325,174208
15560,427947
48330,174208
15565,428032
48335,174208
15570,427643
48340,174208
15575,427701
48345,174208
15580,427733
48350,174208
15585,427477
48355,174208
15590,427536
48360,174208
15595,427570
48365,174208
15600,427201
48370,174208
15605,427220
48375,174208
15610,426916
48380,174208
15615,426957
48385,174208
15620,426997
48390,174208
15625,426612
48395,174208
15630,426656
48400,174208
15635,426708
48405,173728
15640,426394
48410,173728
15645,426437
48415,173728
15650,426470
48420,173728
15655,426066
48425,173728
15660,426098
48430,173728
15665,426157
48435,173728
15670,425809
48440,173728
15675,425855
48445,173728
15680,425935
48450,173728
15685,425512
48455,173728
15690,425527
48460,173728
15695,425202
48465,173728
15700,425223
48470,173728
15705,425258
48475,173728
15710,424885
48480,173728
15715,424918
48485,173728
15720,424955
48490,173728
15725,424642
48495,173728
15730,424670
48500,173728
15735,424712
48505,173728
15740,424305
48510,173728
15745,424357
48515,173728
15750,424408
48520,173728
15755,424111
48525,173728
15760,424114
48530,173728
15765,424116
48535,173728
15770,423699
48540,173232
15775,423713
48545,173232
15780,423726
48550,173232
15785,423384
48555,173232
15790,423400
48560,173232
15795,423387
48565,173232
15800,422990
48570,173232
15805,423037
48575,173232
15810,422735
48580,173232
15815,422754
48585,173232
15820,422778
48590,173232
15825,422382
48595,173232
15830,422417
48600,173232
15835,422463
48605,173232
15840,422105
48610,173232
15845,422109
48615,173232
15850,422125
48620,173232
15855,421727
48625,173232
15860,421752
48630,173232
15865,421769
48635,173232
15870,421438
48640,173232
15875,421458
48645,173232
15880,421471
48650,173232
15885,421079
48655,173232
15890,421090
48660,173232
15895,421099
48665,173232
15900,420761
48670,173232
15905,420772
48675,173232
15910,420765
48680,172752
15915,420346
48685,172752
15920,420347
48690,172752
15925,420339
48695,172752
15930,419996
48700,172752
15935,420032
48705,172752
15940,420046
48710,172752
15945,419648
48715,172752
15950,419668
48720,172752
15955,419669
48725,172752
15960,419324
48730,172752
15965,419334
48735,172752
15970,419355
48740,172752
15975,418942
48745,172752
15980,418950
48750,172752
15985,418963
48755,172752
15990,418633
48760,172752
15995,418645
48765,172752
16000,418660
48770,172752
16005,418205
48775,172752
16010,418198
48780,172752
16015,417863
48785,172752
16020,417866
48790,172752
16025,417880
48795,172752
16030,417476
48800,172752
16035,417481
48805,172752
16040,417493
48810,172752
16045,417142
48815,172256
16050,417150
48820,172256
16055,417173
48825,172256
16060,416753
48830,172256
16065,416740
48835,172256
16070,416742
48840,172256
16075,416400
48845,172256
16080,416409
48850,172256
16085,416412
48855,172256
16090,416003
48860,172256
16095,416009
48865,172256
16100,416028
48870,172256
16105,415676
48875,172256
16110,415666
48880,172256
16115,415672
48885,172256
16120,415261
48890,172256
16125,415262
48895,172256
16130,415269
48900,172256
16135,414927
48905,172256
16140,414919
48910,172256
16145,414919
48915,172256
16150,414510
48920,172256
16155,414513
48925,172256
16160,414516
48930,172256
16165,414167
48935,172256
16170,414173
48940,172256
16175,414174
48945,172256
16180,413758
48950,172256
16185,413758
48955,171776
16190,413770
48960,171776
16195,413419
48965,171776
16200,413419
48970,171776
16205,413425
48975,171776
16210,413434
48980,171776
16215,413017
48985,171776
16220,413016
48990,171776
16225,413023
48995,171776
16230,412681
49000,171776
16235,412682
49005,171776
16240,412683
49010,171776
16245,412265
49015,171776
16250,412278
49020,171776
16255,412278
49025,171776
16260,411924
49030,171776
16265,411932
49035,171776
16270,411941
49040,171776
16275,411524
49045,171776
16280,411524
49050,171776
16285,411528
49055,171776
16290,411183
49060,171776
16295,411188
49065,171776
16300,411188
49070,171776
16305,410772
49075,171776
16310,410780
49080,171776
16315,410786
49085,171776
16320,410434
49090,171776
16325,410435
49095,171280
16330,410449
49100,171280
16335,410032
49105,171280
16340,410033
49110,171280
16345,410034
49115,171280
16350,409690
49120,171280
16355,409697
49125,171280
16360,409697
49130,171280
16365,409281
49135,171280
16370,409283
49140,171280
16375,409296
49145,171280
16380,408944
49150,171280
16385,408944
49155,171280
16390,408944
49160,171280
16395,408528
49165,171280
16400,408528
49170,171280
16405,408528
49175,171280
16410,408528
49180,171280
16415,408176
49185,171280
16420,408176
49190,171280
16425,408176
49195,171280
16430,407744
49200,171280
16435,407744
49205,171280
16440,407744
49210,171280
16445,407392
49215,171280
16450,407392
49220,171280
16455,407392
49225,171280
16460,406976
49230,171280
16465,406976
49235,170800
16470,406976
49240,170800
16475,406624
49245,170800
16480,406624
49250,170800
16485,406624
49255,170800
16490,406192
49260,170800
16495,406192
49265,170800
16500,406192
49270,170800
16505,405840
49275,170800
16510,405840
49280,170800
16515,405840
49285,170800
16520,405840
49290,170800
16525,405424
49295,170800
16530,405424
49300,170800
16535,405424
49305,170800
16540,405072
49310,170800
16545,405072
49315,170800
16550,405072
49320,170800
16555,404640
49325,170800
16560,404640
49330,170800
16565,404640
49335,170800
16570,404288
49340,170800
16575,404288
49345,170800
16580,404288
49350,170800
16585,403872
49355,170800
16590,403872
49360,170800
16595,403872
49365,170800
16600,403520
49370,170800
16605,403520
49375,170304
16610,403520
49380,170304
16615,403520
49385,170304
16620,403088
49390,170304
16625,403088
49395,170304
16630,403088
49400,170304
16635,402736
49405,170304
16640,402736
49410,170304
16645,402736
49415,170304
16650,402320
49420,170304
16655,402320
49425,170304
16660,402320
49430,170304
16665,401968
49435,170304
16670,401968
49440,170304
16675,401968
49445,170304
16680,401536
49450,170304
16685,401536
49455,170304
16690,401536
49460,170304
16695,401536
49465,170304
16700,401184
49470,170304
16705,401184
49475,170304
16710,401184
49480,170304
16715,400768
49485,170304
16720,400768
49490,170304
16725,400768
49495,170304
16730,400416
49500,170304
16735,400416
49505,170304
16740,400416
49510,170304
16745,399984
49515,169824
16750,399984
49520,169824
16755,399984
49525,169824
16760,399984
49530,169824
16765,399632
49535,169824
16770,399632
49540,169824
16775,399632
49545,169824
16780,399216
49550,169824
16785,399216
49555,169824
16790,399216
49560,169824
16795,398864
49565,169824
16800,398864
49570,169824
16805,398864
49575,169824
16810,398432
49580,169824
16815,398432
49585,169824
16820,398432
49590,169824
16825,398432
49595,169824
16830,398080
49600,169824
16835,398080
49605,169824
16840,398080
49610,169824
16845,397664
49615,169824
16850,397664
49620,169824
16855,397664
49625,169824
16860,397312
49630,169824
16865,397312
49635,169824
16870,397312
49640,169824
16875,397312
49645,169824
16880,396880
49650,169824
16885,396880
49655,169824
16890,396880
49660,169328
16895,396528
49665,169328
16900,396528
49670,169328
16905,396528
49675,169328
16910,396112
49680,169328
16915,396112
49685,169328
16920,396112
49690,169328
16925,395760
49695,169328
16930,395760
49700,169328
16935,395760
49705,169328
16940,395760
49710,169328
16945,395328
49715,169328
16950,395328
49720,169328
16955,395328
49725,169328
16960,394976
49730,169328
16965,394976
49735,169328
16970,394976
49740,169328
16975,394560
49745,169328
16980,394560
49750,169328
16985,394560
49755,169328
16990,394560
49760,169328
16995,394208
49765,169328
17000,394208
49770,169328
17005,394208
49775,169328
17010,393776
49780,169328
17015,393776
49785,169328
17020,393776
49790,169328
17025,393424
49795,169328
17030,393424
49800,168848
17035,393424
49805,168848
17040,393424
49810,168848
17045,393009
49815,168848
17050,393012
49820,168848
17055,393009
49825,168848
17060,392656
49830,168848
17065,392657
49835,168848
17070,392658
49840,168848
17075,392659
49845,168848
17080,392227
49850,168848
17085,392228
49855,168848
17090,392225
49860,168848
17095,391877
49865,168848
17100,391876
49870,168848
17105,391876
49875,168848
17110,391461
49880,168848
17115,391458
49885,168848
17120,391461
49890,168848
17125,391463
49895,168848
17130,391112
49900,168848
17135,391110
49905,168848
17140,391110
49910,168848
17145,390680
49915,168848
17150,390676
49920,168848
17155,390678
49925,168848
17160,390324
49930,168848
17165,390328
49935,168848
17170,390325
49940,168848
17175,390328
49945,168352
17180,389908
49950,168352
17185,389913
49955,168352
17190,389913
49960,168352
17195,389556
49965,168352
17200,389553
49970,168352
17205,389554
49975,168352
17210,389557
49980,168352
17215,389129
49985,168352
17220,389135
49990,168352
17225,389134
49995,168352
17230,388780
50000,168352
17235,388778
50005,168352
17240,388780
50010,168352
17245,388785
50015,168352
17250,388366
50020,168352
17255,388369
50025,168352
17260,388358
50030,168352
17265,388010
50035,168352
17270,388020
50040,168352
17275,388009
50045,168352
17280,388015
50050,168352
17285,387584
50055,168352
17290,387588
50060,168352
17295,387597
50065,168352
17300,387239
50070,168352
17305,387234
50075,168352
17310,387233
50080,168352
17315,386824
50085,168352
17320,386823
50090,167872
17325,386814
50095,167872
17330,386802
50100,167872
17335,386465
50105,167872
17340,386466
50110,167872
17345,386476
50115,167872
17350,386045
50120,167872
17355,386041
50125,167872
17360,386035
50130,167872
17365,386046
50135,167872
17370,385691
50140,167872
17375,385687
50145,167872
17380,385689
50150,167872
17385,385270
50155,167872
17390,385265
50160,167872
17395,385260
50165,167872
17400,385256
50170,167872
17405,384898
50175,167872
17410,384897
50180,167872
17415,384902
50185,167872
17420,384478
50190,167872
17425,384483
50195,167872
17430,384488
50200,167872
17435,384493
50205,167872
17440,384142
50210,167872
17445,384146
50215,167872
17450,384146
50220,167872
17455,383740
50225,167872
17460,383735
50230,167872
17465,383732
50235,167376
17470,383746
50240,167376
17475,383394
50245,167376
17480,383385
50250,167376
17485,383389
50255,167376
17490,382953
50260,167376
17495,382949
50265,167376
17500,382930
50270,167376
17505,382946
50275,167376
17510,382589
50280,167376
17515,382607
50285,167376
17520,382609
50290,167376
17525,382613
50295,167376
17530,382193
50300,167376
17535,382200
