tick,harvested
38645,189520
5880,665961
38650,189520
5885,665249
38655,189520
5890,664545
38660,189104
5895,664190
38665,189104
5900,663602
38670,189104
5905,663230
38675,189104
5910,662362
38680,189104
5915,661816
38685,189104
5920,661367
38690,189104
5925,661359
38695,189104
5930,660887
38700,189104
5935,660641
38705,189104
5940,660340
38710,189104
5945,659865
38715,189104
5950,659849
38720,189104
5955,659382
38725,189104
5960,658966
38730,189104
5965,658111
38735,189104
5970,657458
38740,189104
5975,656916
38745,188672
5980,656034
38750,188672
5985,655367
38755,188672
5990,654986
38760,188672
5995,654826
38765,188672
6000,654703
38770,188672
6005,654292
38775,188672
6010,653775
38780,188672
6015,652720
38785,188672
6020,652194
38790,188672
6025,651685
38795,188672
6030,651202
38800,188672
6035,651146
38805,188672
6040,650281
38810,188672
6045,649506
38815,188672
6050,649229
38820,188672
6055,648259
38825,188672
6060,647910
38830,188672
6065,647384
38835,188256
6070,646637
38840,188256
6075,646004
38845,188256
6080,645462
38850,188256
6085,644631
38855,188256
6090,643999
38860,188256
6095,643342
38865,188256
6100,642522
38870,188256
6105,641801
38875,188256
6110,641177
38880,188256
6115,640274
38885,188256
6120,639526
38890,188256
6125,638871
38895,188256
6130,637932
38900,188256
6135,637230
38905,188256
6140,636516
38910,188256
6145,635756
38915,188256
6150,635507
38920,187824
6155,635343
38925,187824
6160,635196
38930,187824
6165,634835
38935,187824
6170,634715
38940,187824
6175,634518
38945,187824
6180,634488
38950,187824
6185,634028
38955,187824
6190,633885
38960,187824
6195,633725
38965,187824
6200,633554
38970,187824
6205,633108
38975,187824
6210,632812
38980,187824
6215,632846
38985,187824
6220,632506
38990,187824
6225,632286
38995,187824
6230,631971
39000,187824
6235,631795
39005,187824
6240,631791
39010,187408
6245,631465
39015,187408
6250,630946
39020,187408
6255,630741
39025,187408
6260,630678
39030,187408
6265,630735
39035,187408
6270,630030
39040,187408
6275,629934
39045,187408
6280,629429
39050,187408
6285,629405
39055,187408
6290,629064
39060,187408
6295,629208
39065,187408
6300,628983
39070,187408
6305,628695
39075,187408
6310,628175
39080,187408
6315,627750
39085,187408
6320,627803
39090,187408
6325,627378
39095,187408
6330,626615
39100,186976
6335,626587
39105,186976
6340,626596
39110,186976
6345,626401
39115,186976
6350,626067
39120,186976
6355,626163
39125,186976
6360,625777
39130,186976
6365,625717
39135,186976
6370,625851
39140,186976
6375,625505
39145,186976
6380,624955
39150,186976
6385,624406
39155,186976
6390,624209
39160,186976
6395,623632
39165,186976
6400,622904
39170,186976
6405,622865
39175,186976
6410,622934
39180,186976
6415,622555
39185,186560
6420,622252
39190,186560
6425,621949
39195,186560
6430,621514
39200,186560
6435,621072
39205,186560
6440,620933
39210,186560
6445,620933
39215,186560
6450,620811
39220,186560
6455,620493
39225,186560
6460,620316
39230,186560
6465,620377
39235,186560
6470,620239
39240,186560
6475,619819
39245,186560
6480,619420
39250,186560
6485,618970
39255,186560
6490,619127
39260,186560
6495,619050
39265,186560
6500,619008
39270,186560
6505,618971
39275,186128
6510,618661
39280,186128
6515,618579
39285,186128
6520,618743
39290,186128
6525,618537
39295,186128
6530,618567
39300,186128
6535,618611
39305,186128
6540,618681
39310,186128
6545,618773
39315,186128
6550,618900
39320,186128
6555,618901
39325,186128
6560,618323
39330,186128
6565,617905
39335,186128
6570,617438
39340,186128
6575,616923
39345,186128
6580,616358
39350,186128
6585,616038
39355,186128
6590,615594
39360,186128
6595,615466
39365,185712
6600,614985
39370,185712
6605,614664
39375,185712
6610,614355
39380,185712
6615,614264
39385,185712
6620,613777
39390,185712
6625,613370
39395,185712
6630,612986
39400,185712
6635,612617
39405,185712
6640,612356
39410,185712
6645,612134
39415,185712
6650,611430
39420,185712
6655,610706
39425,185712
6660,610682
39430,185712
6665,610803
39435,185712
6670,610700
39440,185712
6675,610532
39445,185712
6680,610594
39450,185712
6685,610584
39455,185280
6690,610634
39460,185280
6695,610982
39465,185280
6700,611132
39470,185280
6705,611064
39475,185280
6710,610715
39480,185280
6715,610398
39485,185280
6720,609860
39490,185280
6725,609903
39495,185280
6730,609660
39500,185280
6735,609636
39505,185280
6740,609481
39510,185280
6745,609323
39515,185280
6750,609388
39520,185280
6755,609297
39525,185280
6760,609248
39530,185280
6765,609043
39535,185280
6770,608929
39540,185280
6775,609094
39545,184864
6780,609216
39550,184864
6785,608843
39555,184864
6790,608752
39560,184864
6795,608842
39565,184864
6800,608739
39570,184864
6805,608495
39575,184864
6810,608506
39580,184864
6815,608380
39585,184864
6820,608229
39590,184864
6825,608000
39595,184864
6830,608155
39600,184864
6835,608062
39605,184864
6840,607960
39610,184864
6845,607938
39615,184864
6850,607910
39620,184864
6855,607867
39625,184864
6860,607789
39630,184864
6865,607911
39635,184432
6870,607716
39640,184432
6875,607717
39645,184432
6880,607901
39650,184432
6885,607665
39655,184432
6890,607456
39660,184432
6895,607426
39665,184432
6900,607339
39670,184432
6905,607432
39675,184432
6910,607439
39680,184432
6915,607356
39685,184432
6920,607569
39690,184432
6925,607523
39695,184432
6930,607568
39700,184432
6935,607558
39705,184432
6940,607562
39710,184432
6945,607876
39715,184432
6950,607821
39720,184432
6955,608032
39725,184016
6960,608051
39730,184016
6965,608170
39735,184016
6970,608344
39740,184016
6975,608431
39745,184016
6980,608532
39750,184016
6985,608560
39755,184016
6990,608826
39760,184016
6995,608844
39765,184016
7000,608901
39770,184016
7005,608921
39775,184016
7010,609226
39780,184016
7015,609271
39785,184016
7020,609256
39790,184016
7025,609217
39795,184016
7030,609401
39800,184016
7035,609309
39805,184016
7040,609081
39810,184016
7045,609160
39815,184016
7050,609351
39820,183584
7055,609269
39825,183584
7060,609191
39830,183584
7065,609123
39835,183584
7070,609312
39840,183584
7075,609856
39845,183584
7080,609304
39850,183584
7085,609592
39855,183584
7090,609567
39860,183584
7095,609441
39865,183584
7100,609325
39870,183584
7105,609640
39875,183584
7110,609717
39880,183584
7115,609765
39885,183584
7120,609810
39890,183584
7125,610144
39895,183584
7130,610014
39900,183584
7135,609971
39905,183584
7140,610237
39910,183168
7145,610253
39915,183168
7150,610248
39920,183168
7155,610535
39925,183168
7160,610553
39930,183168
7165,610509
39935,183168
7170,610775
39940,183168
7175,611013
39945,183168
7180,611206
39950,183168
7185,611608
39955,183168
7190,611769
39960,183168
7195,611849
39965,183168
7200,612308
39970,183168
7205,612291
39975,183168
7210,612521
39980,183168
7215,612874
39985,183168
7220,612980
39990,183168
7225,613179
39995,183168
7230,613621
40000,183168
7235,613882
40005,182736
7240,614131
40010,182736
7245,614563
40015,182736
7250,614836
40020,182736
7255,614865
40025,182736
7260,615210
40030,182736
7265,615474
40035,182736
7270,615685
40040,182736
7275,616288
40045,182736
7280,616528
40050,182736
7285,616556
40055,182736
7290,616821
40060,182736
7295,616849
40065,182736
7300,617191
40070,182736
7305,617087
40075,182736
7310,617106
40080,182736
7315,617503
40085,182736
7320,617567
40090,182736
7325,618109
40095,182320
7330,618276
40100,182320
7335,618155
40105,182320
7340,618490
40110,182320
7345,618546
40115,182320
7350,618796
40120,182320
7355,618784
40125,182320
7360,618859
40130,182320
7365,618941
40135,182320
7370,618873
40140,182320
7375,619153
40145,182320
7380,619362
40150,182320
7385,619553
40155,182320
7390,619978
40160,182320
7395,620081
40165,182320
7400,620479
40170,182320
7405,620510
40175,182320
7410,620685
40180,182320
7415,620994
40185,182320
7420,620987
40190,181888
7425,621346
40195,181888
7430,621338
40200,181888
7435,621539
40205,181888
7440,621599
40210,181888
7445,621851
40215,181888
7450,621894
40220,181888
7455,621903
40225,181888
7460,622222
40230,181888
7465,622148
40235,181888
7470,622705
40240,181888
7475,622349
40245,181888
7480,622358
40250,181888
7485,622556
40255,181888
7490,622999
40260,181888
7495,623165
40265,181888
7500,623658
40270,181888
7505,623826
40275,181888
7510,624038
40280,181472
7515,623959
40285,181472
7520,623707
40290,181472
7525,623699
40295,181472
7530,623445
40300,181472
7535,623490
40305,181472
7540,623141
40310,181472
7545,623165
40315,181472
7550,622859
40320,181472
7555,622762
40325,181472
7560,622347
40330,181472
7565,622559
40335,181472
7570,622696
40340,181472
7575,622988
40345,181472
7580,622972
40350,181472
7585,623241
40355,181472
7590,622831
40360,181472
7595,622931
40365,181472
7600,622824
40370,181472
7605,622938
40375,181040
7610,622773
40380,181040
7615,622866
40385,181040
7620,622753
40390,181040
7625,622672
40395,181040
7630,622546
40400,181040
7635,622849
40405,181040
7640,622904
40410,181040
7645,623319
40415,181040
7650,622845
40420,181040
7655,622589
40425,181040
7660,622072
40430,181040
7665,621850
40435,181040
7670,621292
40440,181040
7675,620988
40445,181040
7680,620669
40450,181040
7685,620721
40455,181040
7690,621006
40460,181040
7695,620958
40465,181040
7700,620673
40470,180624
7705,620412
40475,180624
7710,620628
40480,180624
7715,620088
40485,180624
7720,620051
40490,180624
7725,619524
40495,180624
7730,619596
40500,180624
7735,619817
40505,180624
7740,619399
40510,180624
7745,618965
40515,180624
7750,618282
40520,180624
7755,618002
40525,180624
7760,617252
40530,180624
7765,617436
40535,180624
7770,617343
40540,180624
7775,617150
40545,180624
7780,617025
40550,180624
7785,616675
40555,180624
7790,616629
40560,180624
7795,616217
40565,180192
7800,616327
40570,180192
7805,615809
40575,180192
7810,615354
40580,180192
7815,614929
40585,180192
7820,614174
40590,180192
7825,614428
40595,180192
7830,613989
40600,180192
7835,613836
40605,180192
7840,613702
40610,180192
7845,613281
40615,180192
7850,613332
40620,180192
7855,612636
40625,180192
7860,612180
40630,180192
7865,611878
40635,180192
7870,611727
40640,180192
7875,611423
40645,180192
7880,610999
40650,180192
7885,610867
40655,180192
7890,610751
40660,179776
7895,610022
40665,179776
7900,609668
40670,179776
7905,609396
40675,179776
7910,609173
40680,179776
7915,608949
40685,179776
7920,608526
40690,179776
7925,608093
40695,179776
7930,607889
40700,179776
7935,607420
40705,179776
7940,607213
40710,179776
7945,606727
40715,179776
7950,606301
40720,179776
7955,606154
40725,179776
7960,605626
40730,179776
7965,605469
40735,179776
7970,604995
40740,179776
7975,604560
40745,179776
7980,604341
40750,179776
7985,604043
40755,179344
7990,603522
40760,179344
7995,603292
40765,179344
8000,603009
40770,179344
8005,602471
40775,179344
8010,602284
40780,179344
8015,601656
40785,179344
8020,601434
40790,179344
8025,601084
40795,179344
8030,600610
40800,179344
8035,600284
40805,179344
8040,600078
40810,179344
8045,599495
40815,179344
8050,599238
40820,179344
8055,599017
40825,179344
8060,598436
40830,179344
8065,598190
40835,179344
8070,597863
40840,179344
8075,597347
40845,179344
8080,597049
40850,179344
8085,596797
40855,178928
8090,596224
40860,178928
8095,595968
40865,178928
8100,595713
40870,178928
8105,595393
40875,178928
8110,594885
40880,178928
8115,594578
40885,178928
8120,594321
40890,178928
8125,593745
40895,178928
8130,593490
40900,178928
8135,593235
40905,178928
8140,592664
40910,178928
8145,592417
40915,178928
8150,592097
40920,178928
8155,591585
40925,178928
8160,591265
40930,178928
8165,591009
40935,178928
8170,590759
40940,178928
8175,590190
40945,178928
8180,589936
40950,178496
8185,589616
40955,178496
8190,589104
40960,178496
8195,588784
40965,178496
8200,588528
40970,178498
8205,588272
40975,178498
8210,587696
40980,178501
8215,587425
40985,178501
8220,587105
40990,178501
8225,586593
40995,178508
8230,586273
41000,178506
8235,586017
41005,178508
8240,585761
41010,178510
8245,585171
41015,178513
8250,584915
41020,178512
8255,584595
41025,178522
8260,584338
41030,178519
8265,583762
41035,178524
8270,583507
41040,178526
8275,583251
41045,178527
8280,582660
41050,178110
8285,582402
41055,178120
8290,582084
41060,178130
8295,581827
41065,178123
8300,581252
41070,178136
8305,580996
41075,178144
8310,580727
41080,178149
8315,580407
41085,178162
8320,579889
41090,178145
8325,579574
41095,178168
8330,579317
41100,178171
8335,579062
41105,178181
8340,578475
41110,178193
8345,578219
41115,178207
8350,577898
41120,178212
8355,577642
41125,178230
8360,577062
41130,178237
8365,576814
41135,178242
8370,576555
41140,178239
8375,576224
41145,177822
8380,575971
41150,177837
8385,575391
41155,177847
8390,575134
41160,177894
8395,574873
41165,177894
8400,574571
41170,177868
8405,574043
41175,177886
8410,573717
41180,177901
8415,573461
41185,177909
8420,573200
41190,177924
8425,572888
41195,177925
8430,572374
41200,177932
8435,572050
41205,177952
8440,571785
41210,177969
8445,571522
41215,177976
8450,570943
41220,177976
8455,570719
41225,178005
8460,570391
41230,178012
8465,570127
41235,178041
8470,569870
41240,178049
8475,569280
41245,177640
8480,569029
41250,177666
8485,568698
41255,177683
8490,568449
41260,177706
8495,568198
41265,177710
8500,567617
41270,177736
8505,567349
41275,177739
8510,567027
41280,177749
8515,566773
41285,177781
8520,566514
41290,177807
8525,565933
41295,177821
8530,565667
41300,177839
8535,565337
41305,177851
8540,565100
41310,177880
8545,564870
41315,177896
8550,564558
41320,177919
8555,564035
41325,177939
8560,563710
41330,177955
8565,563452
41335,177980
8570,563195
41340,177552
8575,562864
41345,177586
8580,562348
41350,177622
8585,562031
41355,177621
8590,561782
41360,177658
8595,561527
41365,177674
8600,561207
41370,177686
8605,560945
41375,177719
8610,560372
41380,177763
8615,560104
41385,177761
8620,559860
41390,177792
8625,559539
41395,177793
8630,559276
41400,177815
8635,559019
41405,177836
8640,558697
41410,177851
8645,558172
41415,177825
8650,557862
41420,177905
8655,557625
41425,177927
8660,557366
41430,177955
8665,557040
41435,177957
8670,556778
41440,177576
8675,556217
41445,177605
8680,555939
41450,177625
8685,555668
41455,177658
8690,555338
41460,177681
8695,555073
41465,177720
8700,554811
41470,177740
8705,554460
41475,177733
8710,553973
41480,177760
8715,553697
41485,177810
8720,553462
41490,177834
8725,553223
41495,177862
8730,552934
41500,177871
8735,552702
41505,177915
8740,552455
41510,177932
8745,551851
41515,177961
8750,551590
41520,177996
8755,551289
41525,178068
8760,551028
41530,178032
8765,550769
41535,178053
8770,550458
41540,177646
8775,550207
41545,177668
8780,549957
41550,177718
8785,549351
41555,177744
8790,549073
41560,177780
8795,548755
41565,177811
8800,548461
41570,177815
8805,548246
41575,177856
8810,547929
41580,177879
8815,547681
41585,177924
8820,547429
41590,178062
8825,547108
41595,177968
8830,546577
41600,178000
8835,546243
41605,178030
8840,546018
41610,178042
8845,545745
41615,178067
8850,545424
41620,178109
8855,545168
41625,178134
8860,544887
41630,178177
8865,544565
41635,178208
8870,544271
41640,177833
8875,543974
41645,177816
8880,543452
41650,177851
8885,543232
41655,177885
8890,542949
41660,177921
8895,542720
41665,177953
8900,542469
41670,177974
8905,542195
41675,178013
8910,541928
41680,178037
8915,541695
41685,178073
8920,541350
41690,178101
8925,541139
41695,178129
8930,540940
41700,178151
8935,540390
41705,178324
8940,540123
41710,178208
8945,539748
41715,178242
8950,539487
41720,178259
8955,539198
41725,178314
8960,538902
41730,178334
8965,538561
41735,178372
8970,538239
41740,178008
8975,537950
41745,177988
8980,537745
41750,178014
8985,537511
41755,178053
8990,537198
41760,178086
8995,536945
41765,178116
9000,536727
41770,178141
9005,536145
41775,178157
9010,535918
41780,178107
9015,535592
41785,178236
9020,535303
41790,178253
9025,535036
41795,178297
9030,534710
41800,178364
9035,534469
41805,178343
9040,534294
41810,178376
9045,533870
41815,178407
9050,533636
41820,178444
9055,533373
41825,178471
9060,533077
41830,178513
9065,532800
41835,178533
9070,532560
41840,178564
9075,532243
41845,178179
9080,531958
41850,178207
9085,531667
41855,178235
9090,531063
41860,178259
9095,530777
41865,178291
9100,530420
41870,178446
9105,530167
41875,178378
9110,529959
41880,178409
9115,529704
41885,178459
9120,529470
41890,178468
9125,529291
41895,178504
9130,529026
41900,178544
9135,528799
41905,178563
9140,528558
41910,178612
9145,528286
41915,178635
9150,528051
41920,178672
9155,527853
41925,178710
9160,527522
41930,178739
9165,527248
41935,178760
9170,527035
41940,178812
9175,526812
41945,178396
9180,526508
41950,178432
9185,526237
41955,178469
9190,525918
41960,178505
9195,525715
41965,178528
9200,525502
41970,178574
9205,525268
41975,178597
9210,525008
41980,178627
9215,524742
41985,178758
9220,524368
41990,178732
9225,524045
41995,178753
9230,523756
42000,178779
9235,523469
42005,178826
9240,523142
42010,178894
9245,522877
42015,178882
9250,522555
42020,178929
9255,522219
42025,178960
9260,522031
42030,178989
9265,521621
42035,179041
9270,521394
42040,179056
9275,521024
42045,178652
9280,520635
42050,178701
9285,520294
42055,178735
9290,520213
42060,178774
9295,520056
42065,178825
9300,519884
42070,178848
9305,519683
42075,178868
9310,519501
42080,178925
9315,519177
42085,178959
9320,518954
42090,179043
9325,518708
42095,179029
9330,518351
42100,179057
9335,518221
42105,179107
9340,517946
42110,179147
9345,517708
42115,179177
9350,517487
42120,179203
9355,517229
42125,179236
9360,516990
42130,179421
9365,516737
42135,179316
9370,516423
42140,179367
9375,516150
42145,179402
9380,515857
42150,178990
9385,515533
42155,179010
9390,515278
42160,179059
9395,514995
42165,179117
9400,514700
42170,179137
9405,514227
42175,179167
9410,514091
42180,179238
9415,513922
42185,179262
9420,513803
42190,179284
9425,513368
42195,179325
9430,513052
42200,179361
9435,512788
42205,179393
9440,512562
42210,179437
9445,512343
42215,179477
9450,512137
42220,179653
9455,511876
42225,179540
9460,511521
42230,179593
9465,511214
42235,179622
9470,510968
42240,179598
9475,510680
42245,179724
9480,510406
42250,179294
9485,510185
42255,179301
9490,509819
42260,179365
9495,509494
42265,179401
9500,509186
42270,179435
9505,508848
42275,179484
9510,508774
42280,179521
9515,508465
42285,179542
9520,508167
42290,179585
9525,507806
42295,179620
9530,507459
42300,179669
9535,507102
42305,179644
9540,506716
42310,179738
9545,506353
42315,179767
9550,505965
42320,179809
9555,505578
42325,179767
9560,505301
42330,179875
9565,505129
42335,179931
9570,504933
42340,179963
9575,504765
42345,180004
9580,504597
42350,180047
9585,504407
42355,179613
9590,504236
42360,179659
9595,504057
42365,179694
9600,504169
42370,179741
9605,503978
42375,179772
9610,503773
42380,179799
9615,503600
42385,179852
9620,503390
42390,179878
9625,503216
42395,179926
9630,502980
42400,179947
9635,502862
42405,180025
9640,502685
42410,180044
9645,502418
42415,180072
9650,502186
42420,180142
9655,502048
42425,180157
9660,501793
42430,180191
9665,501575
42435,180230
9670,501434
42440,180259
9675,501583
42445,180313
9680,501503
42450,180284
9685,501234
42455,180377
9690,500954
42460,180014
9695,500697
42465,180024
9700,500426
42470,180051
9705,500147
42475,180085
9710,499849
42480,180121
9715,499748
42485,180171
9720,499592
42490,180217
9725,499465
42495,180272
9730,499242
42500,180277
9735,499242
42505,180324
9740,498979
42510,180376
9745,498673
42515,180411
9750,498330
42520,180566
9755,498086
42525,180490
9760,497957
42530,180537
9765,497830
42535,180530
9770,497690
42540,180600
9775,497519
42545,180670
9780,497368
42550,180698
9785,497067
42555,180729
9790,497248
42560,180745
9795,497122
42565,180353
9800,496861
42570,180396
9805,496736
42575,180428
9810,496685
42580,180460
9815,496549
42585,180519
9820,496438
42590,180550
9825,496348
42595,180597
9830,496279
42600,180693
9835,495849
42605,180695
9840,495716
42610,180736
9845,495329
42615,180765
9850,494904
42620,180785
9855,494576
42625,180845
9860,494225
42630,180885
9865,493851
42635,180904
9870,493461
42640,180934
9875,493190
42645,180985
9880,492792
42650,181033
9885,492718
42655,181158
9890,492325
42660,181119
9895,491933
42665,181153
9900,491577
42670,180754
9905,491421
42675,180800
9910,491148
42680,180825
9915,490831
42685,180865
9920,490472
42690,180920
9925,490340
42695,180962
9930,489983
42700,180999
9935,489695
42705,181036
9940,489365
42710,181070
9945,488991
42715,180993
9950,488624
42720,181152
9955,488259
42725,181200
9960,487949
42730,181235
9965,487922
42735,181296
9970,487598
42740,181316
9975,487277
42745,181367
9980,486981
42750,181399
9985,486639
42755,181448
9990,486270
42760,181477
9995,485823
42765,181485
10000,485766
42770,181574
10005,485336
42775,181154
10010,484956
42780,181228
10015,484704
42785,181225
10020,484629
42790,181254
10025,484571
42795,181290
10030,484458
42800,181332
10035,484378
42805,181365
10040,484547
42810,181343
10045,484342
42815,181455
10050,484117
42820,181507
10055,483971
42825,181542
10060,483888
42830,181576
10065,483704
42835,181629
10070,483657
42840,181665
10075,483792
42845,181697
10080,483720
42850,181757
10085,483435
42855,181774
10090,482939
42860,181830
10095,482509
42865,181848
10100,482116
42870,181886
10105,481974
42875,181973
10110,481698
42880,181495
10115,481249
42885,181573
10120,480931
42890,181621
10125,480809
42895,181653
10130,480566
42900,181712
10135,480432
42905,181727
10140,480531
42910,181834
10145,480223
42915,181817
10150,479859
42920,181842
10155,479582
42925,181869
10160,479285
42930,181933
10165,479061
42935,181952
10170,479170
42940,182005
10175,478808
42945,182035
10180,478549
42950,182065
10185,478353
42955,182120
10190,478017
42960,182156
10195,477800
42965,182198
10200,477765
42970,182230
10205,477456
42975,182249
10210,477222
42980,182286
10215,476924
42985,182345
10220,476649
42990,181921
10225,476372
42995,181981
10230,476394
43000,181999
10235,476091
43005,182059
10240,475850
43010,182052
10245,475528
43015,182105
10250,475239
43020,182160
10255,475227
43025,182177
10260,474935
43030,182199
10265,474627
43035,182253
10270,474339
43040,182293
10275,474026
43045,182333
10280,473715
43050,182361
10285,473773
43055,182398
10290,473506
43060,182440
10295,473196
43065,182477
10300,472882
43070,182507
10305,472646
43075,182547
10310,472675
43080,182575
10315,472282
43085,182589
10320,472104
43090,182659
10325,471875
43095,182235
10330,471665
43100,182271
10335,471366
43105,182315
10340,471322
43110,182338
10345,470915
43115,182362
10350,470632
43120,182420
10355,470544
43125,182442
10360,470432
43130,182483
10365,470452
43135,182527
10370,470341
43140,182549
10375,470234
43145,182582
10380,469972
43150,182650
10385,469635
43155,182653
10390,469465
43160,182699
10395,469373
43165,182686
10400,468996
43170,182770
10405,468574
43175,182800
10410,468084
43180,182830
10415,467844
43185,182852
10420,467317
43190,182920
10425,466749
43195,182886
10430,466559
43200,182941
10435,466484
43205,182541
10440,466672
43210,182567
10445,466594
43215,182600
10450,466487
43220,182727
10455,466347
43225,182683
10460,466498
43230,182720
10465,466445
43235,182757
10470,466318
43240,182779
10475,466082
43245,182812
10480,465870
43250,182842
10485,465840
43255,182893
10490,465729
43260,182913
10495,465636
43265,182953
10500,465488
43270,182989
10505,465364
43275,182988
10510,465598
43280,183040
10515,465436
43285,183082
10520,465358
43290,183132
10525,465278
43295,183173
10530,465504
43300,182924
10535,465305
43305,183209
10540,464960
43310,182786
10545,464600
43315,182835
10550,464363
43320,182869
10555,464216
43325,182896
10560,463957
43330,182924
10565,463573
43335,182992
10570,463220
43340,183018
10575,463334
43345,183016
10580,463074
43350,183065
10585,462719
43355,183097
10590,462354
43360,183129
10595,461978
43365,183160
10600,462010
43370,183235
10605,461797
43375,183237
10610,461610
43380,183279
10615,461441
43385,183298
10620,461519
43390,183319
10625,461329
43395,183363
10630,461127
43400,183414
10635,460884
43405,183437
10640,460929
43410,183473
10645,460700
43415,183510
10650,460430
43420,183085
10655,460033
43425,183103
10660,459948
43430,183131
10665,459531
43435,183167
10670,459175
43440,183195
10675,458808
43445,183230
10680,458439
43450,183256
10685,458351
43455,183287
10690,457964
43460,183334
10695,457609
43465,183357
10700,457208
43470,183390
10705,457096
43475,183435
10710,456704
43480,183393
10715,456320
43485,183493
10720,455942
43490,183539
10725,455846
43495,183546
10730,455444
43500,183575
10735,455071
43505,183619
10740,454711
43510,183642
10745,454617
43515,183681
10750,454249
43520,183777
10755,453872
43525,183736
10760,453486
43530,183365
10765,453383
43535,183364
10770,453004
43540,183384
10775,452615
43545,183397
10780,452240
43550,183461
10785,452129
43555,183487
10790,451755
43560,183515
10795,451394
43565,183550
10800,451336
43570,183587
10805,450993
43575,183610
10810,450651
43580,183649
10815,450285
43585,183672
10820,450208
43590,183699
10825,449850
43595,183735
10830,449458
43600,183771
10835,449088
43605,183803
10840,449002
43610,183829
10845,448697
43615,183857
10850,448366
43620,183888
10855,448012
43625,183915
10860,447952
43630,183937
10865,447622
43635,184007
10870,447270
43640,183541
10875,446878
43645,183573
10880,446828
43650,183612
10885,446500
43655,183630
10890,446152
43660,183662
10895,446062
43665,183698
10900,445712
43670,183719
10905,445380
43675,183756
10910,444984
43680,183784
10915,444910
43685,183784
10920,444495
43690,183952
10925,444321
43695,183784
10930,444154
43700,183896
10935,444302
43705,183928
10940,444182
43710,183958
10945,443997
43715,183975
10950,444175
43720,184022
10955,444045
43725,184039
10960,443953
43730,184070
10965,443760
43735,184102
10970,443903
43740,184124
10975,443779
43745,184165
10980,443630
43750,183730
10985,443762
43755,183747
10990,443595
43760,183786
10995,443437
43765,183821
11000,443329
43770,183855
11005,443510
43775,183870
11010,443387
43780,183896
11015,443230
43785,183945
11020,443359
43790,183968
11025,443219
43795,183980
11030,443065
43800,184031
11035,442914
43805,184048
11040,443042
43810,184089
11045,442895
43815,184109
11050,442763
43820,184135
11055,442897
43825,184162
11060,442769
43830,184185
11065,442610
43835,184211
11070,442452
43840,184255
11075,442592
43845,184278
11080,442442
43850,184297
11085,442279
43855,184324
11090,442431
43860,183885
11095,442270
43865,183913
11100,442140
43870,183940
11105,442271
43875,183963
11110,442125
43880,183995
11115,441992
43885,183989
11120,441784
43890,184034
11125,441857
43895,184083
11130,441666
43900,184104
11135,441477
43905,184139
11140,441556
43910,184167
11145,441355
43915,184174
11150,441215
43920,184209
11155,441298
43925,184245
11160,441093
43930,184271
11165,440902
43935,184291
11170,441030
43940,184299
11175,440850
43945,184342
11180,440704
43950,184376
11185,440566
43955,184396
11190,440686
43960,184439
11195,440563
43965,184450
11200,440438
43970,184010
11205,440580
43975,184034
11210,440178
43980,184071
11215,440291
43985,184098
11220,440446
43990,184099
11225,440303
43995,184152
11230,440146
44000,184178
11235,440298
44005,184193
11240,440150
44010,184217
11245,440028
44015,184248
11250,440216
44020,184265
11255,440068
44025,184281
11260,439963
44030,184269
11265,439849
44035,184365
11270,439858
44040,184366
11275,439582
44045,184398
11280,439385
44050,184400
11285,439442
44055,184463
11290,439178
44060,184468
11295,438873
44065,184486
11300,438949
44070,184518
11305,438669
44075,184535
11310,438368
44080,184591
11315,438356
44085,184120
11320,438105
44090,184126
11325,437846
44095,184150
11330,437823
44100,184167
11335,437529
44105,184196
11340,437188
44110,184217
11345,437173
44115,184263
11350,436936
44120,184289
11355,436695
44125,184314
11360,436740
44130,184326
11365,436520
44135,184353
11370,436291
44140,184376
11375,436424
44145,184407
11380,436187
44150,184423
11385,435887
44155,184448
11390,435897
44160,184496
11395,435645
44165,184430
11400,435417
44170,184511
11405,435467
44175,184541
11410,435311
44180,184545
11415,434964
44185,184567
11420,434899
44190,184611
11425,434646
44195,184158
11430,434312
44200,184186
11435,434347
44205,184206
11440,434066
44210,184226
11445,433785
44215,184245
11450,433763
44220,184259
11455,433479
44225,184281
11460,433178
44230,184289
11465,433128
44235,184169
11470,433014
44240,184408
11475,432791
44245,184390
11480,432964
44250,184420
11485,432812
44255,184443
11490,432645
44260,184474
11495,432772
44265,184487
11500,432670
44270,184505
11505,432514
44275,184512
11510,432665
44280,184552
11515,432522
44285,184575
11520,432710
44290,184599
11525,432449
44295,184619
11530,432281
44300,184636
11535,432460
44305,184660
11540,432347
44310,184210
11545,432093
44315,184222
11550,432104
44320,184252
11555,431822
44325,184268
11560,431612
44330,184274
11565,431784
44335,184353
11570,431578
44340,184355
11575,431520
44345,184371
11580,431654
44350,184379
11585,431535
44355,184404
11590,431427
44360,184432
11595,431600
44365,184455
11600,431500
44370,184465
11605,431542
44375,184496
11610,431322
44380,184529
11615,430886
44385,184539
11620,430759
44390,184553
11625,430390
44395,184603
11630,429986
44400,184613
11635,429926
44405,184620
11640,429544
44410,184665
11645,429253
44415,184670
11650,429257
44420,184693
11655,429130
44425,184248
11660,428912
44430,184284
11665,428856
44435,184304
11670,428556
44440,184319
11675,428587
44445,184337
11680,428245
44450,184361
11685,427950
44455,184383
11690,427936
44460,184417
11695,427627
44465,184423
11700,427315
44470,184379
11705,427351
